"GENEID","GENENAME","log2FoldChange.iPSC","padj.iPSC","baseMean.iPSC","log2FoldChange.iNeurons","padj.iNeurons","baseMean.iNeurons","overlap_category","mean_abs_lfc","direction_concordant"
"ENSG00000214548","MEG3",9.96293716522641,0.00168224367291636,5349.29861031791,7.24486644022972,3.18439370276268e-15,3833.81695816659,"Both",8.60390180272807,TRUE
"ENSG00000225746","MEG8",10.3238358495243,6.67687020232905e-12,123.245896918014,5.82886046245266,0.00471846089759612,32.0460988769799,"Both",8.07634815598847,TRUE
"ENSG00000223403","MEG9",8.26686569290305,3.16875251787472e-13,152.338391788464,6.31944715083614,4.83724717147772e-07,96.1706458873046,"Both",7.2931564218696,TRUE
"ENSG00000196922","ZNF252P",-21.6273750900619,NA,16.105292403364,20.7795752321473,0.000289082755098239,15.1194543176686,"Only_iNeurons",21.2034751611046,NA
"ENSG00000185904","LINC00839",4.66297663940572,0.999919252887675,5.08023591832435,7.63933200560648,0.0347046258954327,17.7063933448613,"Only_iNeurons",6.1511543225061,NA
"ENSG00000197360","ZNF98",5.72493136846982,0.445289240556372,199.243208730189,5.11061267953164,0.0140474823823356,27.9756397474766,"Only_iNeurons",5.41777202400073,NA
"ENSG00000229676","ZNF492",4.48279630498867,0.926144358313879,284.437318553178,5.0100148410529,6.04006228880537e-07,55.5555102707807,"Only_iNeurons",4.74640557302078,NA
"ENSG00000267022","",-0.865847846087488,NA,39.0646204672523,7.66334544478253,0.000738160355509343,17.9248295853594,"Only_iNeurons",4.26459664543501,NA
"ENSG00000263335","",1.26262415532723,0.999919252887675,7.8668856969257,7.00875929936727,0.0208435306536902,11.384407844829,"Only_iNeurons",4.13569172734725,NA
"ENSG00000165966","PDZRN4",-5.1328557700821,0.999919252887675,3.08924750826438,2.06225557910709,0.0196510450160327,132.349600605258,"Only_iNeurons",3.5975556745946,NA
"ENSG00000269349","",0.490160111541548,0.999919252887675,20.618031451851,6.68829263327905,0.0347046258954327,9.07928763083885,"Only_iNeurons",3.5892263724103,NA
"ENSG00000257529","RPL36A-HNRNPH2",0.427921863356396,0.999919252887675,3575.67688065044,6.25620843197155,5.60935642192694e-25,298.467419410633,"Only_iNeurons",3.34206514766397,NA
"ENSG00000100351","GRAP2",-2.01744899391274,0.999919252887675,3.06550328946001,4.33743605405668,0.0466773117243407,17.4126601457493,"Only_iNeurons",3.17744252398471,NA
"ENSG00000105370","LIM2",1.62407347151181,0.999919252887675,2.1213373961956,3.59815275275443,9.93268409111876e-05,50.9457739422185,"Only_iNeurons",2.61111311213312,NA
