"GENEID","gene_1","log2FC_control_vs_FA","padj_control_vs_FA","gene_2","log2FC_control_vs_FA_edited","padj_control_vs_FA_edited","gene","dist_diag","significant"
"ENSG00000270641","TSIX",-11.6757395764835,8.67697333533906e-14,"TSIX",-9.30283608833675,6.1635405936421e-15,"TSIX",1.67789614756978,TRUE
"ENSG00000141338","ABCA8",5.35137362845584,1.01141610812407e-07,"ABCA8",1.81059845772895,0.784727648888199,"ABCA8",2.50370613387794,TRUE
"ENSG00000163191","S100A11",3.98700010418728,1.01141610812407e-07,"S100A11",3.97519939229631,1.44645983665871e-20,"S100A11",0.00834436340093344,TRUE
"ENSG00000163359","COL6A3",5.59966952693913,1.01141610812407e-07,"COL6A3",3.1630025477659,1.22224230014196e-05,"COL6A3",1.72298374446673,TRUE
"ENSG00000165246","NLGN4Y",10.4627643594778,2.18122872994074e-07,"NLGN4Y",9.97342011992069,2.22287677479287e-05,"NLGN4Y",0.346018630125443,TRUE
"ENSG00000229807","XIST",-6.05089855407838,2.20989601519823e-07,"XIST",-9.05312993979298,7.32010709810237e-21,"XIST",2.12289817152988,TRUE
"ENSG00000164692","COL1A2",4.67444031153067,4.60058909379786e-07,"COL1A2",3.49044359400604,0.000601406998855404,"COL1A2",0.837212107864278,TRUE
"ENSG00000122641","INHBA",4.02291389976545,2.14899248373002e-06,"INHBA",3.17943566112515,0.00276521278190539,"INHBA",0.59642918232584,TRUE
"ENSG00000108821","COL1A1",3.4540399972331,1.07392428358254e-05,"COL1A1",2.98625113901279,0.013588734525102,"COL1A1",0.330776673811089,TRUE
"ENSG00000151617","EDNRA",4.19357068894241,1.07392428358254e-05,"EDNRA",2.2891728295342,0.179729640946829,"EDNRA",1.34661264046469,TRUE
"ENSG00000164125","GASK1B",3.89796004636686,1.07392428358254e-05,"GASK1B",2.11102652766603,0.0490994113264446,"GASK1B",1.2635528086029,TRUE
"ENSG00000120149","MSX2",5.37267186754626,2.4787564748121e-05,"MSX2",2.9469663780421,2.09740498566442e-05,"MSX2",1.71523280078983,TRUE
"ENSG00000140682","TGFB1I1",2.47774707618902,2.4787564748121e-05,"TGFB1I1",1.94371565800356,0.0169052331459302,"TGFB1I1",0.377617237165606,TRUE
"ENSG00000125968","ID1",2.96253678216718,2.74544590177682e-05,"ID1",2.17573431908148,0.000890513846161822,"ID1",0.556353357102171,TRUE
"ENSG00000215030","RPL13P12",6.15028158163129,2.80592399056995e-05,"RPL13P12",5.22037378248386,0.000553779000017596,"RPL13P12",0.657544110655405,TRUE
"ENSG00000085741","WNT11",4.2896439074085,3.09117678946997e-05,"WNT11",3.03683561252548,0.0471091179090611,"WNT11",0.885869240838539,TRUE
"ENSG00000145623","OSMR",6.05204052940515,5.14696338367245e-05,"OSMR",5.16104933261442,0.00186080022969268,"OSMR",0.630025917228239,TRUE
"ENSG00000168542","COL3A1",4.80860571401458,5.14696338367245e-05,"COL3A1",3.17913483408087,0.037402823202691,"COL3A1",1.15220990894714,TRUE
"ENSG00000266524","GDF10",5.01503314631721,5.14696338367245e-05,"GDF10",2.09193535570826,0.148305239916623,"GDF10",2.066942269811,TRUE
"ENSG00000182492","BGN",3.83697608066278,5.54073891287873e-05,"BGN",2.30176763562891,0.0530262153946197,"BGN",1.08555630201831,TRUE
"ENSG00000230630","DNM3OS",4.7855902493974,6.94063410896156e-05,"DNM3OS",3.19541901423336,0.115941696230385,"DNM3OS",1.12442086363229,TRUE
"ENSG00000107485","GATA3",3.55325825988646,0.000103739825296987,"GATA3",2.3936059331479,0.02629916508391,"GATA3",0.8199980240556,TRUE
"ENSG00000149090","PAMR1",2.9521881963793,0.000122096926558003,"PAMR1",3.66797469229191,0.0223719876257844,"PAMR1",0.50613748514157,TRUE
"ENSG00000147883","CDKN2B",2.65606351069434,0.000158272711537877,"CDKN2B",2.99680960591636,0.000611508919875658,"CDKN2B",0.240943874594327,TRUE
"ENSG00000270504","ENSG00000270504",2.86375791292647,0.000181030725095901,"ENSG00000270504",2.05387562454915,0.0572902403247729,"ENSG00000270504",0.572673258074485,TRUE
"ENSG00000102359","SRPX2",3.38850548964877,0.000190737543779012,"SRPX2",2.20813412068453,0.305534706936549,"SRPX2",0.834648599313066,TRUE
"ENSG00000286125","ENSG00000286125",4.50333332692113,0.000198962186037368,"ENSG00000286125",3.53919333244571,NA,"ENSG00000286125",0.681749928106728,TRUE
"ENSG00000164694","FNDC1",3.90152157386462,0.000244911172744828,"FNDC1",3.90041809545453,6.78091588467282e-05,"FNDC1",0.000780277066668105,TRUE
"ENSG00000204262","COL5A2",4.01632423723168,0.000261203844603742,"COL5A2",1.89052685774655,0.243667396055425,"COL5A2",1.50316574246253,TRUE
"ENSG00000176907","TCIM",3.85815865985714,0.000281420981972673,"TCIM",3.65286531957052,0.00123956612714096,"TCIM",0.145164313049105,TRUE
"ENSG00000120708","TGFBI",4.83098548361516,0.000312291500105901,"TGFBI",1.79904162511866,0.334685821350152,"TGFBI",2.14390806251979,TRUE
"ENSG00000137331","IER3",2.40517047285479,0.000312291500105901,"IER3",2.66384047230714,3.71043805247033e-05,"IER3",0.182907310702275,TRUE
"ENSG00000019549","SNAI2",3.94978510289143,0.000314585252465846,"SNAI2",3.26187241721568,8.75765071379553e-06,"SNAI2",0.486427724905574,TRUE
"ENSG00000157227","MMP14",3.23698105444218,0.000332247748913532,"MMP14",2.93067342170214,0.000976975972236625,"MMP14",0.216592204239681,TRUE
"ENSG00000142694","EVA1B",2.38869093143029,0.00033386944183552,"EVA1B",2.02644335221527,0.00699427848817794,"EVA1B",0.256147719731349,TRUE
"ENSG00000117318","ID3",3.28156960575603,0.000454340515558324,"ID3",2.59456426506059,0.00974991307023045,"ID3",0.48578613511712,TRUE
"ENSG00000116016","EPAS1",3.29383798312787,0.000767932891920459,"EPAS1",1.24819070801676,0.590849436487405,"EPAS1",1.44649106014685,TRUE
"ENSG00000054598","FOXC1",4.56335909615008,0.000799951586946031,"FOXC1",2.61829598686505,0.133330196365612,"FOXC1",1.37536731441123,TRUE
"ENSG00000177663","IL17RA",1.41933934304667,0.000911093320904051,"IL17RA",1.35742263765788,0.000611508919875658,"IL17RA",0.0437817222491444,TRUE
"ENSG00000187634","SAMD11",2.3778471307855,0.00093827209561509,"SAMD11",1.05758884676335,0.356467284402476,"SAMD11",0.933563585549777,TRUE
"ENSG00000003436","TFPI",3.0014263800142,0.00122555737583106,"TFPI",2.2070681431033,0.0220531242060353,"TFPI",0.561696096011089,TRUE
"ENSG00000184584","STING1",7.27979954600835,0.00137927528520252,"STING1",4.95702008079789,0.227128063472504,"STING1",1.64245311105118,TRUE
"ENSG00000130600","H19",3.24521074403153,0.00158421695084257,"H19",2.32232292780087,0.0862954423540385,"H19",0.652580233131143,TRUE
"ENSG00000115414","FN1",3.1813622177857,0.00210741000006949,"FN1",2.83942549166771,0.0965954548188171,"FN1",0.241785777774754,TRUE
"ENSG00000168487","BMP1",1.35078187124642,0.00210741000006949,"BMP1",1.7460005846973,0.0214038912254418,"BMP1",0.279461832332938,TRUE
"ENSG00000071205","ARHGAP10",2.23129501070527,0.00232703264923377,"ARHGAP10",2.03181359797683,0.000524473494661831,"ARHGAP10",0.141054659660952,TRUE
"ENSG00000135111","TBX3",3.90903658686401,0.00232703264923377,"TBX3",1.92352413463232,0.267101012719222,"TBX3",1.40396931910336,TRUE
"ENSG00000198467","TPM2",2.50379222177307,0.00232703264923377,"TPM2",2.69508118269228,0.0086294614547487,"TPM2",0.135261721432104,TRUE
"ENSG00000099715","PCDH11Y",5.66224499749399,0.00232740697852486,"PCDH11Y",6.17712883382171,0.000762836898778997,"PCDH11Y",0.364077852190676,TRUE
"ENSG00000163453","IGFBP7",3.75432726312925,0.00245860279068016,"IGFBP7",4.2379766470006,0.00625030471455885,"IGFBP7",0.341991759052131,TRUE
"ENSG00000168874","ATOH8",2.37720582358303,0.0024707580991096,"ATOH8",1.45437474657872,0.416873502771467,"ATOH8",0.652540112439433,TRUE
"ENSG00000058866","DGKG",4.15810982144875,0.00255965956329391,"DGKG",2.9869220081264,0.431035344230018,"DGKG",0.828154844843278,TRUE
"ENSG00000174807","CD248",3.00270315206892,0.00361133222523904,"CD248",2.70322826981837,0.0151888114280973,"CD248",0.211760720034407,TRUE
"ENSG00000174059","CD34",6.2981253737829,0.00389328743402528,"CD34",4.40088164846548,0.17830763520239,"CD34",1.34155390373558,TRUE
"ENSG00000102760","RGCC",5.1068873658906,0.00400205304518807,"RGCC",1.81540056055385,0.762828018966886,"RGCC",2.32743264023966,TRUE
"ENSG00000162745","OLFML2B",2.61733014675272,0.00469662748885947,"OLFML2B",1.89241308602587,0.00998103795461967,"OLFML2B",0.512593769437774,TRUE
"ENSG00000130635","COL5A1",3.00970433026687,0.00504755361939609,"COL5A1",2.19812650981498,0.186752356937639,"COL5A1",0.57387218030213,TRUE
"ENSG00000090013","BLVRB",1.90983958060532,0.00509055728380588,"BLVRB",1.49100649503141,0.0225169675915458,"BLVRB",0.2961597149946,TRUE
"ENSG00000233117","LINC00702",5.89728669147762,0.00510003408306574,"LINC00702",5.43236837038414,0.0143565973826556,"LINC00702",0.328746897543069,TRUE
"ENSG00000164287","CDC20B",5.0678190179313,0.00514305937283821,"CDC20B",0.495810712347485,0.99404519599795,"CDC20B",3.23289807651953,TRUE
"ENSG00000112769","LAMA4",3.93957335173773,0.00577508737637853,"LAMA4",1.49053566104307,0.677367318060404,"LAMA4",1.73173115847163,TRUE
"ENSG00000000971","CFH",4.25328257415337,0.00618744972390179,"CFH",1.64475163475354,0.831542964707119,"CFH",1.84450991618453,TRUE
"ENSG00000160678","S100A1",3.71317332338503,0.00707077354006271,"S100A1",2.76118982945573,0.142060934416125,"S100A1",0.673153984135073,TRUE
"ENSG00000214389","RPS3AP26",3.24374894306427,0.00719272071382968,"RPS3AP26",0.636246961854898,0.941621269622606,"RPS3AP26",1.84378233287051,TRUE
"ENSG00000179348","GATA2",3.17081077605968,0.00787880103006127,"GATA2",2.28977557468641,0.0879969622502504,"GATA2",0.622985965355096,TRUE
"ENSG00000091136","LAMB1",2.46518384202176,0.00805596862187004,"LAMB1",1.54699018317872,0.000976975972236625,"LAMB1",0.649260962610401,TRUE
"ENSG00000134245","WNT2B",1.97692573641594,0.00805596862187004,"WNT2B",1.43042629308748,0.146953880833241,"WNT2B",0.386433462292224,TRUE
"ENSG00000139329","LUM",3.80220980080973,0.00805596862187004,"LUM",2.02655361960078,0.502771620115772,"LUM",1.25557852678866,TRUE
"ENSG00000168140","VASN",2.36827218352857,0.00805596862187004,"VASN",1.74433961145523,0.0523252406293298,"VASN",0.441186952716223,TRUE
"ENSG00000162733","DDR2",3.24572863459874,0.00850055993164061,"DDR2",1.98507677252316,0.0775899171151751,"DDR2",0.891415480389091,TRUE
"ENSG00000113083","LOX",2.5916835313134,0.00944083330380852,"LOX",1.77228756283225,0.363563309757283,"LOX",0.579400445789938,TRUE
"ENSG00000115232","ITGA4",3.45796902289141,0.00944083330380852,"ITGA4",1.36267467375307,0.536035755403698,"ITGA4",1.48159684285757,TRUE
"ENSG00000178695","KCTD12",3.36294632223062,0.00944083330380852,"KCTD12",0.331834119318224,0.983153882033944,"KCTD12",2.14331999321665,TRUE
"ENSG00000253485","PCDHGA5",-3.69819861370142,0.00946424201622202,"PCDHGA5",-3.5856428945811,0.0266466359198691,"PCDHGA5",0.0795889122513036,TRUE
"ENSG00000230658","KLHL7-DT",-3.04373824580396,0.0098735090408657,"KLHL7-DT",-1.51903629044443,0.240176486863675,"KLHL7-DT",1.07812709192311,TRUE
"ENSG00000250786","SNHG18",2.67451022250484,0.0098735090408657,"SNHG18",2.44031719200548,0.0235224055301775,"SNHG18",0.165599479972726,TRUE
"ENSG00000148926","ADM",2.14554255891933,0.00989226936979413,"ADM",1.84811033828004,0.558217131209104,"ADM",0.210316340157417,TRUE
"ENSG00000165124","SVEP1",2.63006507968573,0.00989226936979413,"SVEP1",1.17144990578324,0.239811176464701,"SVEP1",1.03139668060805,TRUE
"ENSG00000198286","CARD11",-7.30792749245379,0.00990920772745284,"CARD11",-1.7361174937764,0.839269139162649,"CARD11",3.93986463354779,TRUE
"ENSG00000226686","LINC01535",-2.73575871192799,0.00990920772745284,"LINC01535",-1.33762839741742,0.797070524675858,"LINC01535",0.988627426372904,TRUE
"ENSG00000241743","XACT",-4.34457628146406,0.010684546836714,"XACT",-2.65024171217567,0.346871689672044,"XACT",1.19807546354261,TRUE
"ENSG00000005102","MEOX1",4.16575438630275,0.0107094365225993,"MEOX1",2.46616395969299,0.440979402942363,"MEOX1",1.2017919158955,TRUE
"ENSG00000105329","TGFB1",1.7968407518214,0.0107702286871572,"TGFB1",2.64017553617151,2.78573394883017e-18,"TGFB1",0.596327744824452,TRUE
"ENSG00000163017","ACTG2",3.44682757733433,0.0108815653667528,"ACTG2",3.78299413341098,0.0143565973826556,"ACTG2",0.237705651409928,TRUE
"ENSG00000163376","KBTBD8",-1.2191716897313,0.0111315175074455,"KBTBD8",-0.581674605537531,0.590849436487405,"KBTBD8",0.450778511220064,TRUE
"ENSG00000168497","CAVIN2",3.05553744025628,0.0113080588140433,"CAVIN2",1.94980584839038,0.519437467384221,"CAVIN2",0.781870306780575,TRUE
"ENSG00000050555","LAMC3",3.09762450560258,0.0117616120713411,"LAMC3",1.06035835789176,0.927482799535573,"LAMC3",1.44056470812812,TRUE
"ENSG00000253953","PCDHGB4",2.03828155346102,0.011928725410875,"PCDHGB4",1.43884020372529,0.809862225331398,"PCDHGB4",0.423869043321745,TRUE
"ENSG00000249669","CARMN",3.24560320860616,0.0119306848860877,"CARMN",1.97725028083986,0.62259163127048,"CARMN",0.89686095616136,TRUE
"ENSG00000142173","COL6A2",3.11043818820469,0.0127944168681788,"COL6A2",1.43716256153373,0.183679897535454,"COL6A2",1.1831845424132,TRUE
"ENSG00000004468","CD38",5.90514635566702,0.0128297345316639,"CD38",2.6167782421374,0.785991213765355,"CD38",2.32522739211441,TRUE
"ENSG00000147246","HTR2C",-3.27983645847486,0.0128297345316639,"HTR2C",-1.58730747610791,0.477734164510332,"HTR2C",1.19679872078643,TRUE
"ENSG00000163702","IL17RC",1.8719985639817,0.0128829804207868,"IL17RC",2.34610403248425,0.0392594284826903,"IL17RC",0.335243191775777,TRUE
"ENSG00000106991","ENG",3.07441734010097,0.0129020443766033,"ENG",2.08470089380617,0.590849436487405,"ENG",0.699835210626906,TRUE
"ENSG00000119681","LTBP2",2.615465746044,0.0129020443766033,"LTBP2",1.36313175998556,0.417802676976747,"LTBP2",0.885533853852301,TRUE
"ENSG00000198774","RASSF9",2.52038714107843,0.0129020443766033,"RASSF9",1.22014029890433,0.62830742636288,"RASSF9",0.919413359317706,TRUE
"ENSG00000104415","CCN4",3.94986231021627,0.0139539864910563,"CCN4",3.08960030202774,0.398736534710369,"CCN4",0.608297099587266,TRUE
"ENSG00000175445","LPL",3.06900568535171,0.0139606224748128,"LPL",0.797453622748079,0.922347365121724,"LPL",1.60622986728532,TRUE
"ENSG00000288781","ENSG00000288781",6.50265711813751,0.0142766651855894,"ENSG00000288781",7.30766411446215,0.0022319515551162,"ENSG00000288781",0.569225906003765,TRUE
"ENSG00000214176","PLEKHM1P1",7.35778083186656,0.0144465649729147,"PLEKHM1P1",8.10437047166684,0.000104735529700645,"PLEKHM1P1",0.527918597066405,TRUE
"ENSG00000290937","ENSG00000290937",2.9137642085194,0.014802724977111,"ENSG00000290937",3.84264607101961,8.01071881433549e-05,"ENSG00000290937",0.656818663895088,TRUE
"ENSG00000112837","TBX18",3.85471997906423,0.0149971203500934,"TBX18",2.34679062081167,0.255614476392135,"TBX18",1.06626707477067,TRUE
"ENSG00000172638","EFEMP2",1.58567812688201,0.0149971203500934,"EFEMP2",1.27172188363461,0.380797968475796,"EFEMP2",0.222000588596095,TRUE
"ENSG00000213442","RPL18AP3",2.90401796842772,0.0149971203500934,"RPL18AP3",0.0442261567061926,0.997138100692969,"RPL18AP3",2.02217818285005,TRUE
"ENSG00000229183","PGA4",6.35510582926463,0.0149971203500934,"PGA4",6.00068672885997,0.0143285065544378,"PGA4",0.250612149278175,TRUE
"ENSG00000142609","CFAP74",2.50692511607587,0.0155848819751401,"CFAP74",1.65125987539514,0.297864292464657,"CFAP74",0.605046694110965,TRUE
"ENSG00000183801","OLFML1",4.1181975007596,0.0155848819751401,"OLFML1",2.15683188912307,0.539837749171048,"OLFML1",1.38689492437429,TRUE
"ENSG00000263335","ENSG00000263335",6.87910989939483,0.0155848819751401,NA,NA,NA,"ENSG00000263335",NA,TRUE
"ENSG00000109113","RAB34",1.58117815558936,0.0159227780135599,"RAB34",0.84646395786246,0.489423456513901,"RAB34",0.519521391446728,TRUE
"ENSG00000223764","LINC02593",1.57547277689313,0.0163879853516771,"LINC02593",0.731913779021391,0.631812483212879,"LINC02593",0.596486287726036,TRUE
"ENSG00000114779","ABHD14B",1.58871163613335,0.0165645218607198,"ABHD14B",0.740916179057684,0.662742267718,"ABHD14B",0.599481916757355,TRUE
"ENSG00000185070","FLRT2",2.54617989336014,0.0167450943507544,"FLRT2",1.36452500435951,0.0157910911520398,"FLRT2",0.835556185034581,TRUE
"ENSG00000128283","CDC42EP1",2.44227644643898,0.0170424637998821,"CDC42EP1",1.85887457723015,0.206915716453839,"CDC42EP1",0.412527417874466,TRUE
"ENSG00000163346","PBXIP1",1.60512472608273,0.0184957012907075,"PBXIP1",1.46372036315129,0.144080134760484,"PBXIP1",0.0999879839181826,TRUE
"ENSG00000103888","CEMIP",3.43566633831496,0.0186060562836319,"CEMIP",1.47055618832962,0.634237317444965,"CEMIP",1.38954271283315,TRUE
"ENSG00000113721","PDGFRB",2.91448193085095,0.0186060562836319,"PDGFRB",1.64815956905932,0.206849063510335,"PDGFRB",0.895425129191027,TRUE
"ENSG00000099860","GADD45B",2.40472047921242,0.0189157698421725,"GADD45B",1.8575129669423,0.346859388130659,"GADD45B",0.386934142642422,TRUE
"ENSG00000111145","ELK3",2.51459590493219,0.0189157698421725,"ELK3",1.70547574330572,0.112411668385067,"ELK3",0.572134353080827,TRUE
"ENSG00000183160","TMEM119",4.71317520984972,0.0189157698421725,"TMEM119",2.69973203124313,0.424250917149207,"TMEM119",1.42371932512651,TRUE
"ENSG00000213886","UBD",6.25823078456372,0.0189157698421725,"UBD",6.07259852767754,0.15460503332656,"UBD",0.13126182765118,TRUE
"ENSG00000285816","ENSG00000285816",-2.79338000926852,0.0189705179819473,"ENSG00000285816",-1.11163156848296,0.566197055798396,"ENSG00000285816",1.18917572672938,TRUE
"ENSG00000165060","FXN",-1.38717596105976,0.0200810812032125,"FXN",0.188532598182985,0.993485324938283,"FXN",1.11419420741423,TRUE
"ENSG00000184254","ALDH1A3",3.58959639266446,0.0202456904391037,"ALDH1A3",1.41228047955,0.549709557531621,"ALDH1A3",1.53959484694862,TRUE
"ENSG00000247809","NR2F2-AS1",4.61756739091826,0.020991533419205,"NR2F2-AS1",2.53780933905846,0.575469280924292,"NR2F2-AS1",1.47061102169739,TRUE
"ENSG00000255433","LINC02735",5.8217762647202,0.020991533419205,"LINC02735",2.53809431964287,0.804652320460583,"LINC02735",2.32191377062401,TRUE
"ENSG00000138080","EMILIN1",3.23409215123841,0.0218546440588886,"EMILIN1",2.63764374026603,0.00974991307023045,"EMILIN1",0.421752716026515,TRUE
"ENSG00000273213","H3-7",-2.97368123712549,0.0218546440588886,"H3-7",-5.00606026462683,0.000155034873413853,"H3-7",1.43710899228752,TRUE
"ENSG00000137834","SMAD6",2.83096423312248,0.023031379942462,"SMAD6",1.71196052785441,0.273938497298965,"SMAD6",0.791255108167925,TRUE
"ENSG00000163132","MSX1",3.65029555385463,0.0232496250917273,"MSX1",1.4702968828037,0.298668157481662,"MSX1",1.54149184327777,TRUE
"ENSG00000173926","MARCHF3",1.61410542083085,0.0244283113884583,"MARCHF3",1.08635492717937,0.68905236197125,"MARCHF3",0.373175952835508,TRUE
"ENSG00000232821","ENSG00000232821",7.44572188609389,0.0247480146767214,"ENSG00000232821",4.60685124767789,NA,"ENSG00000232821",2.00738467933533,TRUE
"ENSG00000113389","NPR3",3.97155367020995,0.0249423362555077,"NPR3",2.26826808871024,0.432430456860327,"NPR3",1.20440478497572,TRUE
"ENSG00000135046","ANXA1",2.92687204412019,0.0249970546670622,"ANXA1",2.83459986278107,0.115112978611589,"ANXA1",0.0652462851397644,TRUE
"ENSG00000188483","IER5L",1.3409207352928,0.0249970546670622,"IER5L",0.872333679296033,0.17534807444943,"IER5L",0.331341084871553,TRUE
"ENSG00000136944","LMX1B",3.90818078803587,0.025030556481717,"LMX1B",1.25243641036386,0.514600229659186,"LMX1B",1.87789485854993,TRUE
"ENSG00000109846","CRYAB",3.29786839772922,0.0251528972950685,"CRYAB",-0.356166120959271,0.995154265654586,"CRYAB",2.58379258685436,TRUE
"ENSG00000118508","RAB32",2.08715118192855,0.0256196327635999,"RAB32",1.66034161481801,0.112882310724456,"RAB32",0.301799939179157,TRUE
"ENSG00000021645","NRXN3",-1.57909751215499,0.0258400820509948,"NRXN3",-2.02504867482147,0.0523252406293298,"NRXN3",0.315335091199492,TRUE
"ENSG00000254202","ENSG00000254202",5.56023512300685,0.0260029332021402,"ENSG00000254202",5.81158216881385,0.000186679067461771,"ENSG00000254202",0.17772920052134,TRUE
"ENSG00000264204","AGAP7P",-4.8166255352081,0.0261345634837649,"AGAP7P",-5.91423281233215,0.00352803020279403,"AGAP7P",0.776125548734122,TRUE
"ENSG00000227954","TARID",6.2438272433415,0.0284709581677841,"TARID",3.07733990372949,NA,"TARID",2.239044670381,TRUE
"ENSG00000176678","FOXL1",2.40234681236526,0.0288773624377345,"FOXL1",2.21498306497523,0.423409200009,"FOXL1",0.132486176328018,TRUE
"ENSG00000289318","ENSG00000289318",1.74419374961329,0.0288773624377345,"ENSG00000289318",0.9170534924733,0.751225184174675,"ENSG00000289318",0.584876484816072,TRUE
"ENSG00000166106","ADAMTS15",2.74584677657013,0.0297408400620971,"ADAMTS15",1.33499714320583,0.347883784899619,"ADAMTS15",0.997621342986445,TRUE
"ENSG00000101335","MYL9",2.60518373900145,0.0304142584878368,"MYL9",2.70574117225604,0.054662025197542,"MYL9",0.0711048429530322,TRUE
"ENSG00000168938","PPIC",2.56187697878582,0.0304142584878368,"PPIC",1.74865865835063,0.27376741579338,"PPIC",0.57503218896486,TRUE
"ENSG00000111348","ARHGDIB",2.16393575705019,0.0307373258602608,"ARHGDIB",2.18556692637432,0.482909672606306,"ARHGDIB",0.0152955465140849,TRUE
"ENSG00000220842","RPL21P16",2.97498945840422,0.0316726478400646,"RPL21P16",0.532611070003804,0.920654605155437,"RPL21P16",1.72702232066141,TRUE
"ENSG00000167895","TMC8",2.55821617916122,0.0317931462531261,"TMC8",0.565060371121996,0.980021032326635,"TMC8",1.40937398782589,TRUE
"ENSG00000237161","ENSG00000237161",6.49621347327029,0.0317931462531261,"ENSG00000237161",6.18321131299894,0.145921809651216,"ENSG00000237161",0.221325950053908,TRUE
"ENSG00000095739","BAMBI",3.22589030416869,0.032754589226389,"BAMBI",1.07410101793517,0.649428218536363,"BAMBI",1.52154479598029,TRUE
"ENSG00000173156","RHOD",3.34810057195025,0.0328155088730486,"RHOD",2.38742580736295,0.0879969622502504,"RHOD",0.679299640554473,TRUE
"ENSG00000234797","RPS3AP6",2.66443118879597,0.0329138096125451,"RPS3AP6",0.224908750570198,0.99404519599795,"RPS3AP6",1.72500285892618,TRUE
"ENSG00000102195","GPR50",-2.68217894116173,0.0333803473574934,"GPR50",-2.07119197788006,0.627747468473022,"GPR50",0.432033024953044,TRUE
"ENSG00000186897","C1QL4",1.45860899379696,0.0333803473574934,"C1QL4",0.870264643121213,0.595930821447456,"C1QL4",0.416022280035618,TRUE
"ENSG00000165118","QNG1",-3.96212043495334,0.0339084670618228,"QNG1",-2.48361689860452,0.945803360264353,"QNG1",1.04545987656055,TRUE
"ENSG00000109610","SOD3",2.86788653534986,0.0356337242087564,"SOD3",1.63927160232862,0.600351235444676,"SOD3",0.868761950606375,TRUE
"ENSG00000087303","NID2",3.65846042542802,0.0361169011325632,"NID2",1.00679880839722,0.668501744632308,"NID2",1.87500791081457,TRUE
"ENSG00000154342","WNT3A",3.8710342625601,0.0361169011325632,"WNT3A",1.88932656369978,0.506930646981135,"WNT3A",1.40127895219372,TRUE
"ENSG00000288637","ENSG00000288637",-2.41530349949249,0.0363782262910181,"ENSG00000288637",-0.00217460091181746,0.99965190200583,"ENSG00000288637",1.70633980806362,TRUE
"ENSG00000099998","GGT5",4.97872396191259,0.037131519806735,"GGT5",5.4442855045358,0.00284087960236927,"GGT5",0.329201723848538,TRUE
"ENSG00000178573","MAF",1.90722460648514,0.0379195697076574,"MAF",0.748846041972165,0.57953489520544,"MAF",0.819097338148265,TRUE
"ENSG00000123572","NRK",2.53836313683948,0.0388258766740908,"NRK",3.095250114462,0.0143285065544378,"NRK",0.393778558231366,TRUE
"ENSG00000293328","NKAPP1",-2.9885911743672,0.0388258766740908,"NKAPP1",-0.850495959345137,0.938751477737511,"NKAPP1",1.51186162536461,TRUE
"ENSG00000168994","PXDC1",1.98350581406913,0.0393754523697564,"PXDC1",1.60121637129002,0.206849063510335,"PXDC1",0.270319457365135,TRUE
"ENSG00000197712","FAM114A1",1.76757275657406,0.0406284125376132,"FAM114A1",1.20418247659568,0.482909672606306,"FAM114A1",0.398377087427299,TRUE
"ENSG00000178031","ADAMTSL1",2.12805240804345,0.0408761735402636,"ADAMTSL1",1.10012685756787,0.482909672606306,"ADAMTSL1",0.726853127296197,TRUE
"ENSG00000251493","FOXD1",2.61271244087719,0.0408761735402636,"FOXD1",2.94531865154282,0.00349573484048864,"FOXD1",0.235188107026427,TRUE
"ENSG00000115363","EVA1A",2.45290463589207,0.0415716473983396,"EVA1A",0.885937406229414,0.949088638438663,"EVA1A",1.10801315399156,TRUE
"ENSG00000134121","CHL1",3.54875153022505,0.0428382581681142,"CHL1",2.37794006308742,NA,"CHL1",0.827888727903987,TRUE
"ENSG00000244486","SCARF2",1.28236673140712,0.0430206661583565,"SCARF2",0.817818879378185,0.227128063472504,"SCARF2",0.328484936355301,TRUE
"ENSG00000129824","RPS4Y1",13.8344125713037,0.0450767793931323,"RPS4Y1",13.5633170340827,0.0606925643035758,"RPS4Y1",0.191693492718362,TRUE
"ENSG00000132274","TRIM22",2.20148385939103,0.0450767793931323,"TRIM22",1.9456271061487,0.127918197247364,"TRIM22",0.18091804523002,TRUE
"ENSG00000232284","GNG12-AS1",4.81914152358036,0.0450767793931323,"GNG12-AS1",1.80382755115526,NA,"GNG12-AS1",2.13214895730833,TRUE
"ENSG00000280219","ENSG00000280219",3.64252898834183,0.0450767793931323,"ENSG00000280219",1.50576750727229,0.894379084759151,"ENSG00000280219",1.51091853304248,TRUE
"ENSG00000144668","ITGA9",1.80634987043283,0.0451132773033822,"ITGA9",1.30672405296573,0.127992471878067,"ITGA9",0.353288803586864,TRUE
"ENSG00000091986","CCDC80",2.6647000864158,0.047823919219595,"CCDC80",1.1453881562067,0.628006898438242,"CCDC80",1.07431576858847,TRUE
"ENSG00000176971","FIBIN",4.19278569925612,0.0480141142871739,"FIBIN",2.18178091875627,0.662935269207589,"FIBIN",1.42199511729001,TRUE
"ENSG00000186732","MPPED1",-2.68928964892115,0.0497569886604317,"MPPED1",-0.476564217228252,0.990192564861971,"MPPED1",1.56463315765398,TRUE
"ENSG00000162496","DHRS3",3.56940551774793,0.0519945141384243,"DHRS3",0.0501623890983881,0.997493576612816,"DHRS3",2.48848068091225,FALSE
"ENSG00000087245","MMP2",1.74508130180681,0.0522868019319216,"MMP2",1.02798495815876,0.0529031139530847,"MMP2",0.507063687357615,FALSE
