"GENEID","GENENAME","log2FoldChange.iPSC","padj.iPSC","baseMean.iPSC","log2FoldChange.iNeurons","padj.iNeurons","baseMean.iNeurons","overlap_category","mean_abs_lfc","direction_concordant"
"ENSG00000130600","H19",0.60087377738751,0.868508515124866,102.169352823152,3.24521074403153,0.00158421695084257,882.546938936486,"Only_iNeurons",1.92304226070952,NA
"ENSG00000280219","",0.203098260595274,0.988280038653626,28.8186292987393,3.64252898834183,0.0450767793931323,54.1014823129259,"Only_iNeurons",1.92281362446855,NA
"ENSG00000115414","FN1",0.663387309945185,0.227252900978744,3724.02606454167,3.1813622177857,0.00210741000006949,25676.2720715429,"Only_iNeurons",1.92237476386544,NA
"ENSG00000149090","PAMR1",0.891698940774467,0.738739093404158,195.662592800263,2.9521881963793,0.000122096926558003,175.66483235346,"Only_iNeurons",1.92194356857688,NA
"ENSG00000173156","RHOD",-0.479691603379693,0.817692807764718,215.232240478546,3.34810057195025,0.0328155088730486,39.5935235353967,"Only_iNeurons",1.91389608766497,NA
"ENSG00000147883","CDKN2B",-1.09710742943462,NA,7.4837681381326,2.65606351069434,0.000158272711537877,277.810481319522,"Only_iNeurons",1.87658547006448,NA
"ENSG00000115232","ITGA4",-0.262959328489922,0.963842006698436,145.893992792916,3.45796902289141,0.00944083330380852,1800.11559220189,"Only_iNeurons",1.86046417569067,NA
"ENSG00000087303","NID2",0.043841914727062,0.993478183163627,260.400283416357,3.65846042542802,0.0361169011325632,1865.70309583083,"Only_iNeurons",1.85115117007754,NA
"ENSG00000168874","ATOH8",-1.32205459408616,0.893336175168,14.0362279360106,2.37720582358303,0.0024707580991096,558.842503577182,"Only_iNeurons",1.8496302088346,NA
"ENSG00000174807","CD248",-0.672911963952538,0.747055012456203,135.714865857261,3.00270315206892,0.00361133222523904,402.719944772402,"Only_iNeurons",1.83780755801073,NA
"ENSG00000147246","HTR2C",0.384519077739501,0.952746368041822,95.4415477258348,-3.27983645847486,0.0128297345316639,64.2659130820746,"Only_iNeurons",1.83217776810718,NA
"ENSG00000184254","ALDH1A3",-0.0244197558074745,0.995837196907569,177.564749488547,3.58959639266446,0.0202456904391037,633.691443914508,"Only_iNeurons",1.80700807423597,NA
"ENSG00000050555","LAMC3",-0.455352716691389,0.8356608315819,1101.94163177591,3.09762450560258,0.0117616120713411,1093.49737229092,"Only_iNeurons",1.77648861114698,NA
"ENSG00000103888","CEMIP",0.0953928709011503,0.995524863463232,27.7478012922653,3.43566633831496,0.0186060562836319,240.40135221901,"Only_iNeurons",1.76552960460805,NA
"ENSG00000109846","CRYAB",-0.222169458997724,0.982887919177326,40.4460905804044,3.29786839772922,0.0251528972950685,295.968609164243,"Only_iNeurons",1.76001892836347,NA
"ENSG00000116016","EPAS1",0.191960745938261,0.985013735614903,66.1567822304319,3.29383798312787,0.000767932891920459,153.807697384885,"Only_iNeurons",1.74289936453307,NA
"ENSG00000163017","ACTG2",-0.0276128158367639,0.995855473175938,406.3545824955,3.44682757733433,0.0108815653667528,357.086893937351,"Only_iNeurons",1.73722019658555,NA
"ENSG00000178695","KCTD12",-0.0788304355526804,0.982335923739885,599.389294786722,3.36294632223062,0.00944083330380852,5403.09677371539,"Only_iNeurons",1.72088837889165,NA
"ENSG00000213442","RPL18AP3",0.509795288898465,0.846489139682455,230.953729677608,2.90401796842772,0.0149971203500934,170.493831899534,"Only_iNeurons",1.70690662866309,NA
"ENSG00000117318","ID3",-0.128741887737253,0.952746368041822,2656.19568201892,3.28156960575603,0.000454340515558324,2604.32178240168,"Only_iNeurons",1.70515574674664,NA
"ENSG00000220842","RPL21P16",0.424451420631778,0.939201073634742,117.923095090322,2.97498945840422,0.0316726478400646,154.839725269156,"Only_iNeurons",1.699720439518,NA
"ENSG00000135046","ANXA1",-0.440070643365944,0.948147181838825,184.932810157474,2.92687204412019,0.0249970546670622,1523.70959002186,"Only_iNeurons",1.68347134374307,NA
"ENSG00000130635","COL5A1",0.349839172632492,0.851648267355455,628.539035994846,3.00970433026687,0.00504755361939609,6774.73725024836,"Only_iNeurons",1.67977175144968,NA
"ENSG00000142173","COL6A2",-0.23625896685533,0.921507661340938,3034.75137219598,3.11043818820469,0.0127944168681788,3772.50858647578,"Only_iNeurons",1.67334857753001,NA
"ENSG00000157227","MMP14",-0.0946996563256214,0.972280808000046,2584.29950832713,3.23698105444218,0.000332247748913532,2324.50260809282,"Only_iNeurons",1.6658403553839,NA
"ENSG00000162733","DDR2",-0.0822002890040801,0.991584739964337,120.063946510905,3.24572863459874,0.00850055993164061,1151.67712330344,"Only_iNeurons",1.66396446180141,NA
"ENSG00000125968","ID1",0.331958824920429,0.842716778183022,2205.93769361114,2.96253678216718,2.74544590177682e-05,1834.47490235483,"Only_iNeurons",1.6472478035438,NA
"ENSG00000168938","PPIC",0.724164859619634,0.597603237426069,183.908206033709,2.56187697878582,0.0304142584878368,142.101393289601,"Only_iNeurons",1.64302091920273,NA
"ENSG00000106991","ENG",0.170699069198121,0.973317391348317,148.905156231846,3.07441734010097,0.0129020443766033,178.904630575892,"Only_iNeurons",1.62255820464954,NA
"ENSG00000178031","ADAMTSL1",1.10977470690137,0.889937316713,34.2306270380148,2.12805240804345,0.0408761735402636,164.568389964573,"Only_iNeurons",1.61891355747241,NA
"ENSG00000162745","OLFML2B",-0.607910530296397,0.714274177933064,276.444073356837,2.61733014675272,0.00469662748885947,482.793553692037,"Only_iNeurons",1.61262033852456,NA
"ENSG00000175445","LPL",-0.140883130321572,0.964736198207124,568.196985199505,3.06900568535171,0.0139606224748128,1189.93325120199,"Only_iNeurons",1.60494440783664,NA
"ENSG00000186732","MPPED1",0.496485173570908,NA,4.67220685788268,-2.68928964892115,0.0497569886604317,443.87899616715,"Only_iNeurons",1.59288741124603,NA
"ENSG00000134245","WNT2B",1.19495452531331,0.760005295811503,63.3981535341487,1.97692573641594,0.00805596862187004,809.111680827101,"Only_iNeurons",1.58594013086463,NA
"ENSG00000251493","FOXD1",0.534809326759877,0.972280808000046,17.2744473937248,2.61271244087719,0.0408761735402636,241.378616482145,"Only_iNeurons",1.57376088381854,NA
"ENSG00000137331","IER3",-0.740109673691508,0.367059275399182,464.656498133531,2.40517047285479,0.000312291500105901,276.410182045666,"Only_iNeurons",1.57264007327315,NA
"ENSG00000142609","CFAP74",-0.620307671091358,NA,1.868099650839,2.50692511607587,0.0155848819751401,36.3698267777431,"Only_iNeurons",1.56361639358361,NA
"ENSG00000109610","SOD3",0.244993006081563,0.952746368041822,164.221630082394,2.86788653534986,0.0356337242087564,28.5662461304735,"Only_iNeurons",1.55643977071571,NA
"ENSG00000113083","LOX",-0.517847365003608,0.940475476114014,54.2269053610896,2.5916835313134,0.00944083330380852,345.064392049217,"Only_iNeurons",1.5547654481585,NA
"ENSG00000167895","TMC8",0.544439353213898,0.949020968479673,36.8662323486904,2.55821617916122,0.0317931462531261,24.799243113162,"Only_iNeurons",1.55132776618756,NA
"ENSG00000273213","H3-7",-0.119793926092938,0.990644173061535,125.592629401833,-2.97368123712549,0.0218546440588886,19.269726924103,"Only_iNeurons",1.54673758160921,NA
"ENSG00000113721","PDGFRB",0.159499750369267,0.990110206796133,616.140117788754,2.91448193085095,0.0186060562836319,1673.08938965115,"Only_iNeurons",1.53699084061011,NA
"ENSG00000198467","TPM2",-0.558743980317248,0.460909749290694,3399.99257273818,2.50379222177307,0.00232703264923377,2264.94231761909,"Only_iNeurons",1.53126810104516,NA
"ENSG00000115363","EVA1A",0.602331716557969,0.949020968479673,29.6533126030878,2.45290463589207,0.0415716473983396,40.7436311771682,"Only_iNeurons",1.52761817622502,NA
"ENSG00000270504","",0.176344726123167,0.990859049498566,18.4764689991763,2.86375791292647,0.000181030725095901,112.466455388416,"Only_iNeurons",1.52005131952482,NA
"ENSG00000101335","MYL9",-0.39126976471603,0.774590778890439,4524.76740448909,2.60518373900145,0.0304142584878368,2361.30644551572,"Only_iNeurons",1.49822675185874,NA
"ENSG00000119681","LTBP2",0.374061981473802,0.945865097909869,94.2595279843396,2.615465746044,0.0129020443766033,636.410306655225,"Only_iNeurons",1.4947638637589,NA
"ENSG00000128283","CDC42EP1",-0.493984559269671,0.803767297596405,288.865747479457,2.44227644643898,0.0170424637998821,594.100771196629,"Only_iNeurons",1.46813050285432,NA
